scenario,group,discipline,service_distribution,capacity,age_threshold,simulated_time,server_utilization,avg_queue_length,avg_system_length,throughput,mean_wait_A,mean_wait_B,mean_wait_total,mean_sojourn_A,mean_sojourn_B,mean_sojourn_total,p95_wait_total,drop_rate_total,drop_rate_A,drop_rate_B,promoted_fraction_A,completed_A,completed_B,replication
dinamica_buffer_infinito,armazenamento,dynamic_aging,exponential,,2.0,33319.78989758894,0.748224296813437,2.219306188914892,2.967530485728315,0.7503048511662143,3.2460688225526924,2.3725352834213704,2.957872637322487,4.244785151634285,3.3667375653466793,3.9550996919662786,10.884997895293054,0.0,0.0,0.0,0.4800023877745941,16752,8248,7
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33155.36796282631,0.7502619406600027,2.257341095661276,3.0076030363212936,0.7540257139667373,3.3042817044692456,2.379383943094674,2.9934420648264797,4.310628611526776,3.351993410810209,3.9884504932699527,11.237775139003361,0.0012782105052925904,0.001263537906137184,0.00130718954248366,0.4918971022350744,16598,8402,1
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33484.33296278373,0.7489460336816861,2.171198162927209,2.920144196608887,0.7466178295319883,3.208939427318285,2.3017218338033993,2.907997207197527,4.206971052982892,3.315087804257343,3.911115541715653,10.504901175476789,0.0005596642014791126,0.0004187855219862399,0.0008433734939759036,0.490782858510893,16707,8293,2
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33421.9934843211,0.748016176133388,2.146648637072613,2.894664813206017,0.7480104384476043,3.1761746017051005,2.26315737237819,2.8698025402321625,4.180335405703388,3.2549414526835467,3.86981021082805,10.429712207457214,0.00039982407740594137,0.0004212046452855166,0.0003574833174451859,0.4848904406453166,16611,8389,3
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33067.558745026,0.7534312002014748,2.1867201526433213,2.9401513528447896,0.7560279908404332,3.16858140689174,2.3309815159318577,2.892273954861894,4.1674366361827415,3.322894795510657,3.8888391737818337,10.6075616386006,0.0005995683108162124,0.0005368647100930566,0.000726920281075842,0.4805132796180245,16753,8247,4
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33206.79691853973,0.7546747950410928,2.4403513669368238,3.195026161977911,0.7528579182547479,3.529924833291386,2.6763482466500093,3.2414500900700665,4.52557029617655,3.692019284909882,4.243863396408867,12.103202741188397,0.000999000999000999,0.0010863661053775121,0.0008278145695364238,0.5064346565162225,16551,8449,5
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33639.05900888042,0.7446658295808863,2.166398809908435,2.9110646394893345,0.7431836899302153,3.206818050103822,2.3256930532059643,2.9150246961311272,4.209657429917831,3.3259805895386414,3.9170190074578586,11.055001627624733,0.00023994241382068303,0.0001793829227457546,0.0003622313450857281,0.4729382213982417,16721,8279,6
dinamica_buffer_20,armazenamento,dynamic_aging,exponential,20,2.0,33427.17155738547,0.7568471996484033,2.1643251285328855,2.9211723281812594,0.7478945670614614,3.207685140706435,2.2644177564957935,2.8937657552411338,4.216098606294488,3.2835192684387335,3.905736202656093,10.291312547578855,0.00039982407740594137,0.0003595828838547285,0.00048048048048048047,0.4883693045563549,16680,8320,7
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,34196.2358183893,0.7317273738890212,1.6908179455039256,2.4225453193929436,0.7310746168897352,2.568707858200558,1.8054814959766494,2.312782794419637,3.5703604804407516,2.8048683751982084,3.3136756677108217,8.238755137863336,0.012364699375839457,0.012713878326996197,0.011671775524640415,0.44090744975327956,16617,8383,1
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,33459.31593441656,0.7576529729434077,1.931909262931673,2.6895622358750573,0.7471760644778983,2.8875394554387097,1.9983079148010994,2.585414147191675,3.902328960253662,3.010838480363573,3.5994361548062055,8.839873359193007,0.01570804299043345,0.016855270994639668,0.013471141563116943,0.4847034591385473,16506,8494,2
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,33738.51673213001,0.7435588196550241,1.8159195394639687,2.5594783591189727,0.740992859837015,2.7438489488493847,1.8741460797938172,2.4506199295186093,3.7403349887646846,2.891325046553427,3.4540827966487373,8.539462807395466,0.015669908264104887,0.015972923223086515,0.01507361533068474,0.46620806179097274,16571,8429,3
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,33557.36959342999,0.7427553672675272,1.815371559084733,2.5581269263522977,0.744992837725118,2.7464395520307474,1.8179186790146276,2.436647847957649,3.735673258703776,2.830419824852579,3.433644503033663,8.38746723582517,0.015862394709911045,0.016004252052205754,0.015578897674967543,0.4700516144520466,16659,8341,4
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,34012.87538241041,0.7337948138068581,1.732351373955257,2.4661461877621336,0.7350157762001099,2.6229485483771593,1.8276995875281103,2.3568900560355015,3.621050920510202,2.8265088289755647,3.355228918366374,8.266345434622053,0.013028030003947888,0.01182061182061182,0.015420835785756327,0.45233229141620585,16636,8364,5
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,33752.656998580176,0.738640758051894,1.7327725757394599,2.471413333791364,0.7406824298617924,2.6095325027780807,1.8000582563177971,2.3394271362192134,3.605315436957648,2.8002184138499544,3.3366706622870725,8.289101967751776,0.014584154513204573,0.014319526627218936,0.015112160566706022,0.45119462120302556,16658,8342,6
dinamica_buffer_10,armazenamento,dynamic_aging,exponential,10,2.0,33784.951077747464,0.7378266982374925,1.7569986161787,2.494825314416183,0.7399744324764261,2.658333136410479,1.7982955558180849,2.374348727298871,3.656263841393023,2.7937030965664027,3.371446283451273,8.184010167792621,0.013728352203242731,0.01412928293889085,0.012914026067200766,0.4561089215335005,16745,8255,7
